GRCh38_ENSG00000092847	GRCh38_AGO1
GRCh38_ENSG00000126070	GRCh38_AGO3
GRCh38_ENSG00000092850	GRCh38_TEKT2
GRCh38_ENSG00000116863	GRCh38_ADPRHL2
GRCh38_ENSG00000171812	GRCh38_COL8A2
GRCh38_ENSG00000054116	GRCh38_TRAPPC3
GRCh38_ENSG00000116871	GRCh38_MAP7D1
GRCh38_ENSG00000054118	GRCh38_THRAP3
GRCh38_ENSG00000214193	GRCh38_SH3D21
GRCh38_ENSG00000142694	GRCh38_EVA1B
GRCh38_ENSG00000196182	GRCh38_STK40
GRCh38_ENSG00000181817	GRCh38_LSM10
GRCh38_ENSG00000116885	GRCh38_OSCP1
GRCh38_ENSG00000116898	GRCh38_MRPS15
GRCh38_ENSG00000119535	GRCh38_CSF3R
GRCh38_ENSG00000163873	GRCh38_GRIK3
GRCh38_ENSG00000163874	GRCh38_ZC3H12A
GRCh38_ENSG00000163875	GRCh38_MEAF6
GRCh38_ENSG00000163877	GRCh38_SNIP1
GRCh38_ENSG00000163879	GRCh38_DNALI1
GRCh38_ENSG00000134697	GRCh38_GNL2
GRCh38_ENSG00000169218	GRCh38_RSPO1
GRCh38_ENSG00000116922	GRCh38_C1orf109
GRCh38_ENSG00000134690	GRCh38_CDCA8
GRCh38_ENSG00000183317	GRCh38_EPHA10
GRCh38_ENSG00000185090	GRCh38_MANEAL
GRCh38_ENSG00000196449	GRCh38_YRDC
GRCh38_ENSG00000197982	GRCh38_C1orf122
GRCh38_ENSG00000188786	GRCh38_MTF1
